Number	Datei	Textsorte	Jahr	Kontext_links	Keyword	Kontext_rechts	Lemma
301195	221.xml	UN	1392	  ir her nach hörn werdend wurdend erslagen und daz Troy erstört und in pulver verbrennt ward wie vil do edlen 	frawen	 ir mann von dem tod beraubt wurdend wie daz auch kriechenland in groz angst und not kom ee daz si	Frau
303877	221.xml	UN	1392	  der edelsten wär versmächen so moht ich wol sprechen daz ich der unweisest wär uf diser erd darumb adelichstu aller 	frawen	 ich erzaig mich iu ze ainem mann in gantzer diemut und triulich ze vollaisten allez daz ir gebietend und daz	Frau
306870	221.xml	UN	1392	  ain hiez Castor der ander Pollux von den sagend die poeten daz si wernd Jovis sun bey der aller schönsten 	frawen	 diu hiez Dampne der selben tohter mainend si wär auch Helena die poeten heizzend Helenam Tindari von ainem land da	Frau
309348	221.xml	UN	1392	  und alt und nament auch daruss waz si gutz darinn fundend allain liezzend si leben waz si fundend junger edler 	frawen	 und junkfrawen die fürtend si mit in in ir land da mustend si in dienen biz an ir end darnach	Frau
310043	221.xml	UN	1392	  dritt hiez Polisena diu schönst aller weib diu waz junkfraw ez hät auch der küng Priamus dreizzig sun bi ander 	frawen	 die all wernd fraidig und mänlich ritter der erst hiezz Odinal der ander Anthoni der dritt Estron der vierd Deluris	Frau
310147	221.xml	UN	1392	  wie im die kriechen seinen vater und allez sein volk hetend erslagen und die stat erstört und vil der jungen 	frawen	 und junkfrawen und auch sein swester Exionam warnd gefürt in daz ällend dez ersrak der küng inneclich und zoch ze	Frau
311331	221.xml	UN	1392	  sein stat und erslugend im alz sein volk die doch die götter hatend lauzzen leben und haund im vil edler 	frawen	 in daz ellend gefürd under den auch waz sein swester Exiona nu seit ir ain alz wolbeschaider küng darumb haizzt	Frau
313861	221.xml	UN	1392	  wol waizz daz die götter wellent daz ich den kriechen grozzen schaden und schand tu und daz ich der höchsten 	frawen	 ain wirt gefangen bringen in iur land mit der ir leiht mugt widergewinnen iur swester Exionam und ist daz ir	Frau
314319	221.xml	UN	1392	  ist aber daz du Venus der schön sprihst so wizz daz du zu deinem lon die aller schönsten und mächtigesten 	frawen	 die zu kriechen in dem land ist wirst bringen in ditz land so ich nu dis gelübt und dis gaub	Frau
314508	221.xml	UN	1392	  ich waizz und wen dez nit ist daz ir mich schikt gen kriechen daz ich dannan bring ain edel mähtig 	frawen	 nach dem gehaizz der göttin darumb lieber vater ist daz du mich schikst so wizz daz dir dein hertz erfräwt	Frau
314659	221.xml	UN	1392	  gen kriechen wann mein bruder Paris rat mag niemand widersprechen ist daz er wirt nach der götter gehaizz ain edel 	frawen	 von kriechen bringen in iur land so mugt ir leiht mit der selben widerhaben iur swester Exoniam von der wegen	Frau
314845	221.xml	UN	1392	  ist daz Paris vert gen kriechen also daz er in schaden tut oder daz er ain der edeln und mächtigen 	frawen	 bringt her in iur land daz dann disiu mähtigiu stat Troy von grund uf erstört wirt von den kriechen und	Frau
315413	221.xml	UN	1392	  land daz er in da nach seiner vermugend grozzen schaden tu und ob er mug daz er ain edel mähtig 	frawen	 bring in ditz land ob wir mit der selben lösen möhtend mein swester Exionam daz wil ich doch nit tun	Frau
344067	227.xml	EB	1678	  Petri vnd Pauli Auch alle Tag durch die Octav Am Tag deß H Martyrers Erasmi Jm Hewmonat An vnser L 	Frawen	 Heimsuchung Tag Tag An Sanct Margarethen Tag Am Tag der H Buͤsserin Mariæ Magdalenæ An Sant Jacobs Tag deß Mehrern	Frau
346213	227.xml	EB	1678	  auch gefunden hat wie folgt Ein Priester wird von grosser gefaͤhrlicher Kranckheit erlediget RUdigerus wie vermeldet deß Hohen vnser lieben 	Frawen	 Thumbstiffts zu Augspurg Pfarrherr erlitte biß in die 12 Taͤg lang wegen der ellenden Kranckheit eines gantz vngewohnlichen Leibsfluß so	Frau
346584	227.xml	EB	1678	  allbereit maͤnniglichen kund vnd offenbar worden befanden sich selbiger Zeit etliche allhie zu Augspurg insonders aber deß Hohen vnser lieben 	Frawen	 Thumb--Stiffts Dechand wie auch der in selbiger Kirchen verordnete Pfarrherr die glaubten nicht daß dises Weib ihr Gesicht bey vnd	Frau
346862	227.xml	EB	1678	  vmb einen Artzten der ihr helffen koͤnte moͤglichist nachgefragt doch aber keiner zu finden waͤre welcher sein Heil an diser 	Frawen	 zu erfahren sich getrawete dann alle Mittel fruchtloß angewendet worden hat einer Zweiffels ohne aus Eingebung GOttes diser erstbenanten Frawen	Frau
346882	227.xml	EB	1678	  Frawen zu erfahren sich getrawete dann alle Mittel fruchtloß angewendet worden hat einer Zweiffels ohne aus Eingebung GOttes diser erstbenanten 	Frawen	 gerathen sie werde kein andern noch bessern Artzten koͤnnen antreffen welcher ihr zuhelffen wuͤßte als zu Augspurg beym H Creutz	Frau
350670	227.xml	EB	1678	  mit einer vom Teuffel besessenen Weibspersohn warhafftig begeben vnd zugetragen EJner vom boͤsen Feind besessenen vnd vom selbigen sehr geplagten 	Frawen	 kame bey naͤchtlicher Weil im Gesicht fuͤr die Monstrantz darin diß H Sacrament verschlossen vnd gezeigt wird darob sie dan̅	Frau
350745	227.xml	EB	1678	'  boͤsen Geist frey vnd ledig Ex Gilberto '' R P Octaviani Germanica Historia fol Von einer anderen wunderbarlicher Weiß erloͤdigten '	Frawen	 ES solle auch die jenige Gnad vnd Wolthat alhie nicht verschwigen werden welche der Guͤtig vnd Barmhertzige GOtt durch Krafft	Frau
352295	227.xml	EB	1678	  noch mit mehr erhebter Stim̅ wiederumb wie zuvor Heilig Creutz H Creutz Auff dises fuͤhret er ihn in vnser lieben 	Frawen	 Thumbkirchen vnd gleichfals auch in die Kirchen der Societet JESU in welchen beyden er sich noch nicht woͤllen lassen begnuͤgen	Frau
353003	227.xml	EB	1678	  vnd denckwuͤrdige Mirackul oder Wunderzeichen welches sich im Jahr nach der Menschwerdung vnsers Seeligmachers Anno mit der Durchleuchtigisten Fuͤrstin vnd 	Frawen	 Frawen Maria Maximiliana Pfaltzgraͤfin bey Rhein Hertzogin in Ober_ vnd NiderBayren deß auch Durchleuchtigisten vnd Gottseeligen Fuͤrsten vnd Herrn Herrn	Frau
353004	227.xml	EB	1678	  denckwuͤrdige Mirackul oder Wunderzeichen welches sich im Jahr nach der Menschwerdung vnsers Seeligmachers Anno mit der Durchleuchtigisten Fuͤrstin vnd Frawen 	Frawen	 Maria Maximiliana Pfaltzgraͤfin bey Rhein Hertzogin in Ober_ vnd NiderBayren deß auch Durchleuchtigisten vnd Gottseeligen Fuͤrsten vnd Herrn Herrn Wilhelms	Frau
353082	227.xml	EB	1678	  ihr dermassen zu vnd uͤberhandgenommen daß alle Herren Medici vnd verordnete Leib--Artzten an ihrem Gesund vnd Leben verzweiflet Der Gottseeligen 	Frawen	 aber zu Sinn vnd Gedancken kommen das Hochheiligiste Wunderbarliche Sacrament allhie zu Augspurg welches villeicht geschehen aus Andeutung ihres Herrn	Frau
356182	227.xml	EB	1678	  der Statt Augspurg allhie Anno vmb die bestellte Belohnung etliche so wol Mann-- als Weibs--Persohnen zu der vr--alten vnser Lieben 	Frawen	 heiligen Capellen gen Alten--Oething mit sich gefuͤhrt ist er in der Graffschafft Haag an einen starcken Wasserfluß kommen welcher vnversehener	Frau
373694	233.xml	RE	1497	  einer cleine̅ wunde̅ also ist ouch cleiner vnderscheit zwischen v`lieru̅g eins abgehawenen a[?]r nit berürte̅ houptz od` abgehawe̅ nasen der 	frawen	 Das ist nit eim ieden allein vß#zuͦsprechen i̅ den cleine̅ vnd`scheite̅ dan ma̅ muͦß ansehe̅ die personen vor auch gemelt	Frau
387879	235.xml	UN	1556	  und so man die wandren schicken wil wie man in ein underricht geben sol damit sie sich gegen herren und 	frawen	 kind und gesind gebuͤrlich wissen zuͦ halten Ihr werdet auch sunderlich hierin vernemen von einem guͦten und getrewen nachbauren wie	Frau
387971	235.xml	UN	1556	  umbgond werden sie gar fein hierinnen berichtet Erstlich das sie sich boͤser geselschafft so dem spiel schlecken und den hüpschen 	frawen	 anhangen entschlagen sollen sie in irer herren heuser gewoͤlb oder gaͤden nit kummen lassen dann offt ein solcher boͤser vogel	Frau
388448	235.xml	UN	1556	  von inen underwisen Und so sie dann zuͦ handtwercken kumen wissen sie weder har noch dar wie sie ein meister 	frawen	 oder gesellen halten sollen Künnend oder wissend auch nit wie sie eim biderman zuͦsprechen antworten oder fragen sollen Als dann	Frau
393409	235.xml	UN	1556	  wetter antroffen Es hatt auch Robertus alles sein haußgesind knecht und maͤgt mit ihm gefuͤrt Dann sie iren herren und 	frawen	 dermassen lieb und wertgehalten haben das sie auch mit inen in todt gangen weren Als sie nuͦn gehn Lisabona kumen	Frau
411051	237.xml	UN	1650	  worden Höre das Gepräng der Abdanckung warin des Rühmens der Person Geburt Herkommens Stammens Namens vnnd Standts titul der Freundlichen 	Frawen	 der Lieben Frawen der Frommen Frawen der Trefflichen Haußhälterin des Güldinen Hertzens des Edelen Schatzes des traurens des klagens kein	Frau
411054	237.xml	UN	1650	  Gepräng der Abdanckung warin des Rühmens der Person Geburt Herkommens Stammens Namens vnnd Standts titul der Freundlichen Frawen der Lieben 	Frawen	 der Frommen Frawen der Trefflichen Haußhälterin des Güldinen Hertzens des Edelen Schatzes des traurens des klagens kein ende ist Wer	Frau
411057	237.xml	UN	1650	  warin des Rühmens der Person Geburt Herkommens Stammens Namens vnnd Standts titul der Freundlichen Frawen der Lieben Frawen der Frommen 	Frawen	 der Trefflichen Haußhälterin des Güldinen Hertzens des Edelen Schatzes des traurens des klagens kein ende ist Wer wolte nicht meynen	Frau
456020	245.xml	CB	1599	  seiner Arm vnd Fuͤß Das ander Volck welches Arvvacas werden genandt seynd weit beruͤhmt Diese stossen die Beyn jhrer Herren 	Frawen	 vnd Verwandten zu Puluer vnd trinckens in allen jren Getraͤncken Wie wir nun auß dem Hafen der Ciavvani scheydeten fuhren	Frau
485022	253.xml	CB	2. H. 15. Jh.	  ynne erkülen unde waschen der ertrangk Do swur der konigk das her das wasser alsso donne machen wolde das die 	frawen	 is unbeschemet gewaten mochten unde liess is teilen yn vierhundert unde yn sechzigk floss unde weissete is von der stat	Frau
486514	253.xml	CB	2. H. 15. Jh.	  on do mit namen Castor Pollux unde Peleus unde der hertzoge Nestor die alle schone buete entphyngen von jungen knechten 	frawen	 unde juncfrawen unde von grossen cleynoten unde gelde Es hatte Lamedon der konig von Troyan die weile seynen sson Priamum	Frau
486651	253.xml	CB	2. H. 15. Jh.	  die stat Troia von den Krichen gewonnen geschynt vorbrant unde zu male vorstoret were unde seyne swester Exiona mit andern 	frawen	 unde juncfrawen gefangen unde zu eigen enwegkgefurt weren Do her das gehort hatte do that her unde die seynen ussermassen	Frau
487317	253.xml	CB	2. H. 15. Jh.	  selbe zeit sso begyngk man do die achte tage Venusfest unde grosse meynige uss den landen junger lewte unde schoner 	frawen	 die brachten ir opphir doryn Nu was ouch do hyn komen die unmessliche schone frawe Helena von der schonde man	Frau
489053	253.xml	CB	2. H. 15. Jh.	  keisers der eynen frosch do gebar do ym die ertzte sulden eyn kynt machen uff das her erfure wie eyner 	frawen	 were die eyn kynt gebere das vierte Sutriani das funfte des Fredes do Romulus saite is valle nymmer neder bis	Frau
491141	255.xml	CB	1599	  der Stadt im Wasser baden vnd Ertranck Da schwur der Koͤnig er wolte es so dinne machen das auch die 	Frawen	 vnbeschemet dadurch Watten solten vnnd befahl das er vber der Stadt an oͤrtern abgestochen ward weisete es also gar von	Frau
501293	255.xml	CB	1599	  Freunde die wurden all Erschlagen etliche fielen vber die Mauren vnd verdorben etliche wurden Gefangen Koͤnig Ermefried kam mit seiner 	Frawen	 vnd Kindern vnd ein wenigs Volcks zu einer Pforten hinauß Die Sachssen namen die Thuͤrne vnd Thore ein funden viel	Frau
14023	113.xml	CB	1445-1452	  mit seinem hof Vnd dar nach sandt sein gnad her wider auf Wienn vnd man prachte im sein Juͤngste tochter 	frawn	 Elyzabethen mit irm hofgesind hin ab gen Prespurg das geschach Do was Ich Helene Kottannerin auch da vnd ward ich	Frau
14059	113.xml	CB	1445-1452	  auch da vnd ward ich auch mitgesandt nach dem hof Kung Albrechts vnd auch seins gmëhel der edlen vnd allergnedigisten 	frawn	 Darnach vnlang hueben wir vns mitsambt der KungInn vnd die Jung edl furstinn vnd fuern da hin ab gen Ofen	Frau
14721	113.xml	CB	1445-1452	  mueter Do wolt er nicht gen vnd da ward im geantbuͤrtt als es dann pilleich was Er sprach dann vnser 	frawn	 gnad vnd sagt ir wie der edel Kung Albrecht die Heiligen Kron von der Plintenpuͤrg hiet ausgefuͤrt Das erschrekchat ir	Frau
15165	113.xml	CB	1445-1452	  es wider wolgesmach daz die edel kungInn die nacht darInn slief Des smorgens do kamen die vngrischen herren zu meiner 	frawn	 gnaden do sagt in ir gnad wie es ir die nacht ergangen was vnd wie es ir als nahent hiet	Frau
16098	113.xml	CB	1445-1452	  edel Junkchfraun Des nam ẏeden man wunder warumb ir gnad die Junkchfrawn vnd das ander iͤr hofgesind das meiner Jungen 	frawn	 zuegeschaft was da oben lies Warumb das was das wessat nymant nach got Dann ir gnad vnd ich Vnd ich	Frau
16198	113.xml	CB	1445-1452	  tet ich vnd kam auf das haws vnd in meinem gewant pracht ich dar von in grosser gehaim meiner gnedigen 	frawn	 Kran vnd all Ir klainat auf ainem Sliten Vnd als ich in den hof fuer Da riten die vngrischen herren	Frau
16421	113.xml	CB	1445-1452	  von der Plintenpurg wider gen Ofen Da hueb sich die edel KungInn auch von der purg mit irer Jungen tochter 	frawn	 Elspeten herauf gen Guͤmaren Do kam graue Vlrich von Zily auch zu iͤrn gnaden als ain getrewer fruͤnt vnd berieten	Frau
16585	113.xml	CB	1445-1452	  mich geschoben wer mich bedewcht dar zuͤ tugleich wër Da riet ich an ainen der mich bedeuͤcht er wër meiner 	frawn	 mit ganczen trewen vnd der was ain Krabat vnd der ward gevodert in den haymleichen rat vnd dem ward die	Frau
16736	113.xml	CB	1445-1452	  sorgen aber es was freilich gots wil Wann hiet die sach zu derselben zeit ainen furgangkch gehabt so wër meiner 	frawn	 gnad mit grossen pauch vnd mit der Heiligen Kran herauf gen Prespurg geczogen So wër die edel frucht die Si	Frau
16891	113.xml	CB	1445-1452	  in ẏeden schuech stekchat er ain feil vnd die Slos nam er vnder den rokch Vnd ich nam meiner gnedigen 	frawn	 klains Sigel vnd ich het dy slüssel zu der vordern tuͤer der warn dreẏ wann bey dem angel was auch	Frau
17084	113.xml	CB	1445-1452	  dahin Do kamen dem purkgrafen die mër wie daz ich këm nach den Junkchfrawn Des ward in vnd ander meiner 	frawn	 Hofgesind vast wunderen daz man mich als verr ausliesz von meiner Jungen frawn Wann Si noch Jung was Vnd lies	Frau
17097	113.xml	CB	1445-1452	  Junkchfrawn Des ward in vnd ander meiner frawn Hofgesind vast wunderen daz man mich als verr ausliesz von meiner Jungen 	frawn	 Wann Si noch Jung was Vnd lies mich nicht gern von iͤr das westen Si all wol Nu war der	Frau
17205	113.xml	CB	1445-1452	  vnd ain petschad dar auf Do wir nuͤ komen auf die Plintenpurg die Junkchfrawn waren froleich daz Sy zu meiner 	frawn	 gnaden solten faren vnd richtaten sich zue vnd liessen ain truhen machen zu iͤrm gwant Da muest man lang mit	Frau
17335	113.xml	CB	1445-1452	  parig sie anderswohin Vnd sprach zu miͤr " fraw besecht daz wiͤr Liecht haben " Vnd ich pat ain alte 	frawn	 daz si miͤr ettlich kerczen gëb Wenn ich vil zu petten hiet wann es was an ainem Sambstag Feber snachts	Frau
17536	113.xml	CB	1445-1452	  wër die sach schier gesaumbt warden allain von des liechts wegen Da bedacht ich mich vnd gieng vnd wekchat die 	frawn	 haimleich auf die miͤr die kerczen het geben vnd sagt iͤr die kerczen wëren verloren vnd ich hiet nach vil	Frau
18243	113.xml	CB	1445-1452	  zuͤ vberal vnd sluegen ander slos wider an der slosz stat die man ab het geprochen vnd trukchten meiner gnedigen 	frawn	 Sigel wider auf vnd die ausser tuͤer sperrat wir wider zu vnd legaten das tüehel wider mit dem petschaft hin	Frau
18404	113.xml	CB	1445-1452	  vnd solten nuͤ von dannen farn Nu heten die Junkchfrawn ain alte frawͤn die bei in dienat da het meiner 	frawn	 gnad nëmleich geschaft man solt diselbig fraun beczalen vmb iren sold vnd solt syͤ da hinden lassen daz Sy wider	Frau
18516	113.xml	CB	1445-1452	  ofen haimlich vnd was ich druͤmel vand die warf ich in das feuͤr daz Sie gar verpruͤnnen Vnd nam die 	frawn	 mit miͤr auf die fart Des nam ẏeden man wunder warumb ich das tet Do sprach ich das wolt ich	Frau
18553	113.xml	CB	1445-1452	  ich das wolt ich vber mich nemen vnd wolt iͤr ain phruͤnt gen Wienn hincz sand Merten erpiten von meiner 	frawn	 gnaden als ich es dann tet Da nuͤn die Junkchfrawn vnd das hofgesind berait waren daz wiͤr von dannen solten	Frau
19188	113.xml	CB	1445-1452	  trueg in an die stat da Si wol behalten was vnd da ich nuͤ in das frauͤnZẏmer kam zu meiner 	frawn	 gnaden do ward ich schon enphangen von der edeln KungInn die wessat nuͤ wol daz ich ain guͤter pot gewesen	Frau
19364	113.xml	CB	1445-1452	  vnd wolt nuͤ geruet haben vnd sagt mir wie es iͤr des tags ergangen was Wann es waren zwo erber 	Frawn	 von Ofen zwo witib zu Irͤen gnaden komen Die [and] ain hies die SubenLinderInn die ander hies dy Zawzehinn vnd	Frau
19444	113.xml	CB	1445-1452	  die weisen es sei die milch pesser von der frauͤn die ainen Sun bringt denn von ainer tochter Vnd dieselbigen 	frawn	 solten mit iͤren gnaden geczogen sein gen Prespurgkch vnd solten ir da gephlegen haben in den kindelpeten Wann nach der	Frau
19609	113.xml	CB	1445-1452	  dem Markcht aber wir heten dennoch ain hefAm bei vns die hies Margret dy het Graf Hannsinn von Schawnberg meiner 	frawn	 gnaden zugeschikcht vnd solt gar ain guͤte sein als es dann was Do sprach ich " gnedig fraw stet auf	Frau
19705	113.xml	CB	1445-1452	  frawen gnaden Vnd gieng pald nach der Hefam die dew von Schawnbergk dar het gesant Die lag in meiner Jungen 	frawn	 zẏmer Vnd sprach " Margret stet pald auf meiner frawn gnad die get zu dem kind " Die fraw die	Frau
19715	113.xml	CB	1445-1452	  von Schawnbergk dar het gesant Die lag in meiner Jungen frawn zẏmer Vnd sprach " Margret stet pald auf meiner 	frawn	 gnad die get zu dem kind " Die fraw die Antburt mir aus swërm slaf vnd sprach " Heiliges kreẅcz	Frau
19766	113.xml	CB	1445-1452	  gen Prespurgk farn " Vnd wolt nicht aufsten vnd der krieg der deẅcht mich zelangk vnd eẏlat wider zu meiner 	frawn	 gnaden daz iͤr nicht mysselung Wann die zwo die bei ir waren die kunden nicht zu solchen sachen Do sprach	Frau
19788	113.xml	CB	1445-1452	  daz iͤr nicht mysselung Wann die zwo die bei ir waren die kunden nicht zu solchen sachen Do sprach meiner 	frawn	 gnad " wo ist die Margret " Da sagat ich iren gnaden die toͤrleich antburt der frawen Do sprach iͤr	Frau
19831	113.xml	CB	1445-1452	  get pald hinwider vnd haisst Si komen es ist nicht schymph dapey " vnd gieng pald hynwider vnd pracht die 	frawn	 mit zoren auf Vnd do sẏe zu meiner frawn gnaden kam da wert es nicht ain halbe stund Daz vns	Frau
19840	113.xml	CB	1445-1452	  nicht schymph dapey " vnd gieng pald hynwider vnd pracht die frawn mit zoren auf Vnd do sẏe zu meiner 	frawn	 gnaden kam da wert es nicht ain halbe stund Daz vns got der almoͤchtig ains Jungen kunigs beriet In derselben	Frau
20051	113.xml	CB	1445-1452	  ist freẏleich ain grosz wunder von got dem almochtigen wann es hat ee nẏ gesein mogen " vnd do die 	frawn	 von Ofen des Innewuerden daz meiner frawn gnad des kindes genesen was des waren sie fro als es wol pilleich	Frau
20058	113.xml	CB	1445-1452	  dem almochtigen wann es hat ee nẏ gesein mogen " vnd do die frawn von Ofen des Innewuerden daz meiner 	frawn	 gnad des kindes genesen was des waren sie fro als es wol pilleich was Aber darumb daz Sẏ da bey	Frau
20846	113.xml	CB	1445-1452	  sich auch dienstleich gegen seinen naturlichen herren Es kam auch da hin der grosz graf Her Larencz vom Haẏdenreichstüern mit 	frawn	 mit sambt Vnd die fraw schankcht der Amën vier guldein vnd erputen sich wol mit warten Vnd der grass graf	Frau
20937	113.xml	CB	1445-1452	  " Herr das ist wol ich huͤett als ich pest mag " Vnd was gutter vnd suesser wart gegen meiner 	frawn	 gnaden aber er het zwo gestalt als es sich her nach wol erfünden hat Da zach der grasz graf mit	Frau
20958	113.xml	CB	1445-1452	  gnaden aber er het zwo gestalt als es sich her nach wol erfünden hat Da zach der grasz graf mit 	frawn	 mitsambt wider gen Ofen Vnd die edel KungInn was vmbgeben mit vil sorgen Wann es kam vil warnung wie man	Frau
20999	113.xml	CB	1445-1452	  dem Jungen Kung nachstelliet auf sein leben vnd getorsten nyͤmant vertrawn vnd ich muͤest swërlich vnd herttikleich dienen meiner gnedigen 	frawn	 vnd auch irn kindern Vnd all die weil ir gnad in den kindelpetten lag kam ich nyͤ aus meinem gebant	Frau
21348	113.xml	CB	1445-1452	  wolten halten gegen ihrem naturlichen herren Da nuͤ die herren zueinander komen vnd solten ain taiding haben da wolt meiner 	frawn	 gnad die herren in das haws nicht lassen vnd gieng heraws zu In vnd heten ain gesprëch vor dem haws	Frau
21428	113.xml	CB	1445-1452	  knecht hinvor vnd heten dẏ taiding in dem haws Vnd da nuͤ yͤder tail sein sach het furgelegt vnd meiner 	frawn	 gnad auch wissenn wolt wie sẏ es halten wolten mit irem naturleichen herren Kunig Lasslaen do sprach ainer zu iͤr	Frau
21609	113.xml	CB	1445-1452	  klainen Dorfflein gegen Gomarn vͤber daz man sie aus dem haws wol sach hin vnd hergen Da tet sich meiner 	frawn	 gnad aus Si wolt sich fur den Totas slahen vnd lies des von Zilẏ [hof] volkch vnd der Smykoskẏ vnd	Frau
21740	113.xml	CB	1445-1452	  Nicht lang dar nach do kam ain michel volkch geriten vber die tuenaw das [volck] veld das was meiner gnedigen 	frawn	 hofgesind vnd umbgaben das haws vnd viengen die zwen herren Matcoban vnd Waidafembrech vnd ir hofgesind vnd die armen pawren	Frau
21819	113.xml	CB	1445-1452	  haws Guͤmaren vnd lagen da gefangen Da begeraten sie daz graf Vlrich von Zilẏ zu in këm Si wolten meiner 	frawn	 gnad ainen gueten rat geben Da der von Zily zu in kom da puͤtten sẏ meiner frawen gnaden zue Si	Frau
21904	113.xml	CB	1445-1452	  ains mit In vnd sy heten hofnung sẏ solten da durch ledig werden Da der edel Graf von Zilẏ meiner 	frawn	 gnad die potschaft bracht von den herren Der Rat geviel ir wol vnd wolt iͤren veteren hern Lasslaban auch versuehen	Frau
22064	113.xml	CB	1445-1452	  das hort do erkam ich also hart das ich in allen meinen glidern enphand daz sich der muet der weisen 	frawn	 also verkert het vnd gedacht mir wol daz es ain einplasen von dem tewfel wër Vnd ich mocht nicht lenger	Frau
22482	113.xml	CB	1445-1452	  dy muͤst ich in der Capellen haymleich machen mit versperrter tuͤr Da nuͤ alle sach geordent was Do sandt meiner 	frawn	 gnad hern Mathesen iren Kannczlër zu iͤrem Vettern hern Lasslaen ban daz er zu ir solt koͤmen vnd solt mit	Frau
22551	113.xml	CB	1445-1452	  het er hofnung im wër nicht also Si wër nach auf der Plintenpurg vnd er kam auch nicht zu meiner 	frawn	 gnad Do das ir gnad vernam daz Her Lasslaban nicht këm so sandt ir gnad dẏ zwen her Matkowan vnd	Frau
23326	113.xml	CB	1445-1452	  vnd giengen also durch die Stat vncz inn die herberg Vnd das was an dem phingstabent Mai Da sandt meiner 	frawn	 gnad zu den eltisten burgeren die dann dar#zuͤgehorten vnd liess syͤ die Heiligen kron sehen vnd hies es zurichten als	Frau
24969	113.xml	CB	1445-1452	  aber Herczog Albrechts " Das was darumb geredt daz der edel fuͤrst Herczog Albrecht dir weil da was vnd meiner 	frawn	 gnad vnd dem edeln kung Lassla seinem vetter recht beygesten Er was darumb nicht auskomen daz er tannczen wolt er	Frau
25051	113.xml	CB	1445-1452	  Weissenburk Da west man nicht wo hin von der veint wegen Nuͤ waren zwen alt Bischoue die czeit bey meiner 	frawn	 gnad Der ain was Bischoue zu Rab Der ander was Bischoue zu Veczprem Da rieten dẏ herren man solt den	Frau
25177	113.xml	CB	1445-1452	  solt gen Rab fueren vnd redaten mit dem Bischoue von Rab Der Bischoue willigat sich einzulassen seinen naturlichen herren vnd 	frawn	 Vnd hat also gesprochen vnd daz der tewfel selb an dem Rechten sëß So must er das ertailen daz Kuͤng	Frau
25719	113.xml	CB	1445-1452	  vnd legt In in den wagen dar Inn die edel Kunginn sas mit irer Jungen tochter Junkchfrawn Elizabeten Vnd wir 	frawn	 vnd Junkchfrawn sassen zering vmb das edel geslëcht ob ẏemant in den wagen schusz daz wir dẏ schüsz aufhielten Vnd	Frau
26472	113.xml	CB	1445-1452	  vnd ward vnwillig darumb daz er nicht auch in den haymeleichen rat solt sein Nu was die zeit beẏ meiner 	frawn	 gnad ain Vngrischer herr der hies Waidaviherrleich der het ainen brueder der was Abbt zu sand Merttenperg Nu pat meiner	Frau
27372	113.xml	CB	1445-1452	  nam auch vͤrlab mit einem betruebten herczen Wann ich schied mich hart von der edlen kunginn wann ich mein Junge 	frawn	 auch hertiklich mit grossen sorgen erczogen het Vnd must auch meinen man vnd meine tachter Katherina hinder mein lassen bei	Frau
280273	215.xml	EB	1578	  hoffnung vf wenn er jren nun fünfftzigtusend drachmas gaͤbe so woͤlte sy zuͦ waͤgen bringen vnd verschaffen daß jm die 	frouw	 muͤßte zwillen werden Der jung mann was der sach traͤffenlich wol zuͦ friden Als nun die kupplerin erfuͦr daß die	Frau
280448	215.xml	EB	1578	  jn zuͦ jren gesandt vn̅ hette sy von waͤgen jrer schoͤne liebgewunnen hiesse sy zuͦ jm kommen Die guͦt lieb 	frouw	 was der sach nit übel zefriden ruͦmpt etlichen wyberen die jren gheim vnd angenaͤm warend wie sy jirem Gott wolgefiele	Frau
280343	215.xml	EB	1578	  pfaffen der selben Goͤttinen zeigt jnen in aller stille vnd geheim an wie diser jung mann in liebe der edlen 	frouwen	 gantz vnd gar entzündt an sy fründtlichen begaͤrte sy woͤltind so wol thuͦn vn̅ helffen daß er mit jren der	Frau
50635	121.xml	EB	um 1400	  zwai iaͯr in soͤlicher beswaͤrd vertraib do fuͦgt es sich do das ain hoch vnd edel des landes des rihters 	frow	 duͥ hiess aristena zuͦ im kam vmb sinen hailigen segen won suͥ hatt got gar liep vnd hatt och willen	Frau
50787	121.xml	EB	um 1400	  wan er von diser welt hin ze gott geschaiden ist er haͯt besessen die ewigen froͤd vnd do das duͥ 	frow	 erhort do wainet suͥ gar inneklich mit ym vnd gelobt sinen worten vnd belaib vnd dar nach in kurczer zit	Frau
56781	121.xml	EB	um 1400	  vnd clag also gros vͥber alles lant reht als ain gros slag vͥber alles lant waͤr kumen aber duͥ saͤlig 	frow	 constancia der clag was vngehaͤblich das ir lant vnd luͥt nit als wetett der ir das alles fuͥr den hailigen	Frau
265214	213.xml	CB	1485-86 und Zusätze bis 1530	  ussgnomen wz obtstat nun fügt sich dz nun grauff fridrich von togenburg starb vor der frowen damit und nun dye 	frow	 den man arpt damit sy ein gut zit die schloss in gwalt und gewer hat da nun uff ettliche zit	Frau
265240	213.xml	CB	1485-86 und Zusätze bis 1530	  ein gut zit die schloss in gwalt und gewer hat da nun uff ettliche zit ward da ward die optgemelt 	frow	 von togenburg burgrin zürich mit allen jrren land und lütten wie optstat und besunder gab und schanckt sy dz schloss	Frau
267247	213.xml	CB	1485-86 und Zusätze bis 1530	  uff den tag gewessen sind vns gezougt vnd erlässen lassen des ersten einnen bappirinen gewaltzbrieff von der edlen wolgebornnen frowen 	frow	 elsbet von mätzsch gräffin ze togenburg mit irem vnd ouch mit des wolgebornnen vogt vorichen von metsch granffe zu NA	Frau
